building,geometry
house,"POLYGON ((72.9989522 33.6802315, 72.9991535 33.6799808, 72.9993589 33.680095, 72.9991577 33.6803458, 72.9989522 33.6802315))"
house,"POLYGON ((72.999161 33.680353, 72.9993624 33.6801023, 72.9995678 33.6802165, 72.9993665 33.6804673, 72.999161 33.680353))"
house,"POLYGON ((72.9994626 33.6808956, 72.9996639 33.6806449, 72.9998693 33.6807591, 72.9996681 33.6810099, 72.9994626 33.6808956))"
house,"POLYGON ((72.9996714 33.6810171, 72.9998728 33.6807664, 73.0000782 33.6808806, 72.9998769 33.6811314, 72.9996714 33.6810171))"
house,"POLYGON ((72.999666 33.6806003, 72.9998673 33.6803497, 73.0000727 33.6804639, 72.9998715 33.6807146, 72.999666 33.6806003))"
house,"POLYGON ((72.9998748 33.6807218, 73.0000762 33.6804712, 73.0002816 33.6805853, 73.0000803 33.6808361, 72.9998748 33.6807218))"
house,"POLYGON ((73.0001873 33.6807237, 73.000295 33.6805817, 73.0005027 33.6806908, 73.000395 33.6808328, 73.0001873 33.6807237))"
house,"POLYGON ((72.9999249 33.6810729, 72.9999871 33.6810005, 73.0001747 33.6811121, 73.0001126 33.6811845, 72.9999249 33.6810729))"
house,"POLYGON ((72.9953754 33.6804418, 72.9955703 33.6805537, 72.9954801 33.6806625, 72.9952852 33.6805505, 72.9953754 33.6804418))"
house,"POLYGON ((72.9954692 33.6803091, 72.9956642 33.680421, 72.9955739 33.6805298, 72.995379 33.6804179, 72.9954692 33.6803091))"
university,"POLYGON ((72.9950076 33.6791675, 72.9952843 33.6789057, 72.9953056 33.6789155, 72.9953364 33.6788722, 72.9953908 33.6788978, 72.9954262 33.6788643, 72.9955492 33.6789273, 72.9955161 33.6789726, 72.9955942 33.679012, 72.9955563 33.6790749, 72.9956013 33.6790927, 72.9955587 33.6791655, 72.9955185 33.679132, 72.9954333 33.6792895, 72.9954002 33.6792679, 72.9953364 33.6793682, 72.9950076 33.6791675))"
house,"POLYGON ((72.9830834 33.6870254, 72.9832832 33.6867464, 72.9834294 33.6868145, 72.9832161 33.687099, 72.9830834 33.6870254))"
house,"POLYGON ((72.9833022 33.6867378, 72.983502 33.6864588, 72.9836482 33.6865269, 72.9834349 33.6868114, 72.9833022 33.6867378))"
house,"POLYGON ((72.9834533 33.6868094, 72.9836531 33.6865304, 72.9837993 33.6865985, 72.983586 33.686883, 72.9834533 33.6868094))"
house,"POLYGON ((72.9825534 33.6863332, 72.9826769 33.6863955, 72.9828636 33.6861394, 72.98274 33.686077, 72.9825534 33.6863332))"
house,"POLYGON ((72.982697 33.686405, 72.9828205 33.6864673, 72.9830071 33.6862112, 72.9828836 33.6861489, 72.982697 33.686405))"
house,"POLYGON ((72.9828371 33.6864769, 72.9829606 33.6865392, 72.9831472 33.6862831, 72.9830237 33.6862208, 72.9828371 33.6864769))"
house,"POLYGON ((72.9829757 33.6865439, 72.9830992 33.6866062, 72.9832858 33.68635, 72.9831622 33.6862877, 72.9829757 33.6865439))"
house,"POLYGON ((72.9823488 33.6866136, 72.9824723 33.6866759, 72.9826589 33.6864197, 72.9825354 33.6863574, 72.9823488 33.6866136))"
house,"POLYGON ((72.9824924 33.6866854, 72.9826159 33.6867477, 72.9828025 33.6864916, 72.982679 33.6864292, 72.9824924 33.6866854))"
house,"POLYGON ((72.9826325 33.6867573, 72.982756 33.6868196, 72.9829426 33.6865635, 72.9828191 33.6865012, 72.9826325 33.6867573))"
house,"POLYGON ((72.9827711 33.6868242, 72.9828945 33.6868865, 72.9830812 33.6866304, 72.9829576 33.6865681, 72.9827711 33.6868242))"
house,"POLYGON ((72.9818681 33.6872734, 72.9819915 33.6873357, 72.9821782 33.6870795, 72.9820546 33.6870172, 72.9818681 33.6872734))"
house,"POLYGON ((72.9820116 33.6873452, 72.9821351 33.6874075, 72.9823218 33.6871514, 72.9821982 33.687089, 72.9820116 33.6873452))"
house,"POLYGON ((72.9821517 33.6874171, 72.9822752 33.6874794, 72.9824618 33.6872233, 72.9823383 33.687161, 72.9821517 33.6874171))"
house,"POLYGON ((72.9822903 33.687484, 72.9824138 33.6875463, 72.9826004 33.6872902, 72.9824769 33.6872279, 72.9822903 33.687484))"
house,"POLYGON ((72.9820727 33.686993, 72.9821962 33.6870553, 72.9823828 33.6867992, 72.9822592 33.6867368, 72.9820727 33.686993))"
house,"POLYGON ((72.9822162 33.6870648, 72.9823397 33.6871271, 72.9825264 33.686871, 72.9824028 33.6868087, 72.9822162 33.6870648))"
house,"POLYGON ((72.9823563 33.6871367, 72.9824798 33.687199, 72.9826664 33.6869429, 72.9825429 33.6868806, 72.9823563 33.6871367))"
house,"POLYGON ((72.9824854 33.6876119, 72.9826089 33.6876742, 72.9827955 33.6874181, 72.982672 33.6873558, 72.9824854 33.6876119))"
house,"POLYGON ((72.98269 33.6873315, 72.9828135 33.6873938, 72.9830002 33.6871377, 72.9828766 33.6870754, 72.98269 33.6873315))"
house,"POLYGON ((72.9828336 33.6874033, 72.9829571 33.6874656, 72.9831437 33.6872095, 72.9830202 33.6871472, 72.9828336 33.6874033))"
house,"POLYGON ((72.9812681 33.6869649, 72.9813916 33.6870272, 72.9815782 33.6867711, 72.9814547 33.6867088, 72.9812681 33.6869649))"
house,"POLYGON ((72.9814117 33.6870367, 72.9815352 33.687099, 72.9817218 33.6868429, 72.9815983 33.6867806, 72.9814117 33.6870367))"
house,"POLYGON ((72.9815518 33.6871086, 72.9816753 33.6871709, 72.9818619 33.6869148, 72.9817383 33.6868525, 72.9815518 33.6871086))"
house,"POLYGON ((72.9816904 33.6871756, 72.9818138 33.6872379, 72.9820005 33.6869818, 72.9818769 33.6869194, 72.9816904 33.6871756))"
house,"POLYGON ((72.9814727 33.6866845, 72.9815962 33.6867468, 72.9817828 33.6864907, 72.9816593 33.6864284, 72.9814727 33.6866845))"
house,"POLYGON ((72.9816163 33.6867563, 72.9817398 33.6868186, 72.9819264 33.6865625, 72.9818029 33.6865002, 72.9816163 33.6867563))"
house,"POLYGON ((72.9817564 33.6868282, 72.9818799 33.6868905, 72.9820665 33.6866344, 72.981943 33.6865721, 72.9817564 33.6868282))"
house,"POLYGON ((72.981895 33.6868952, 72.9820184 33.6869575, 72.9822051 33.6867014, 72.9820815 33.6866391, 72.981895 33.6868952))"
house,"POLYGON ((72.9806559 33.6867348, 72.9807794 33.686797, 72.980966 33.6865409, 72.9808424 33.6864786, 72.9806559 33.6867348))"
house,"POLYGON ((72.9809781 33.6868222, 72.9811016 33.6868845, 72.9812883 33.6866284, 72.9811647 33.6865661, 72.9809781 33.6868222))"
house,"POLYGON ((72.9811167 33.6868892, 72.9812402 33.6869515, 72.9814268 33.6866954, 72.9813033 33.6866331, 72.9811167 33.6868892))"
house,"POLYGON ((72.9811828 33.6865419, 72.9813062 33.6866041, 72.9814929 33.686348, 72.9813693 33.6862857, 72.9811828 33.6865419))"
house,"POLYGON ((72.9813213 33.6866088, 72.9814448 33.6866711, 72.9816315 33.686415, 72.9815079 33.6863527, 72.9813213 33.6866088))"
house,"POLYGON ((72.979222 33.6859028, 72.9793455 33.6859651, 72.9795321 33.685709, 72.9794085 33.6856467, 72.979222 33.6859028))"
house,"POLYGON ((72.9793656 33.6859747, 72.979489 33.6860369, 72.9796757 33.6857808, 72.9795521 33.6857185, 72.9793656 33.6859747))"
house,"POLYGON ((72.9795056 33.6860466, 72.9796291 33.6861089, 72.9798157 33.6858527, 72.9796922 33.6857904, 72.9795056 33.6860466))"
house,"POLYGON ((72.9796442 33.6861135, 72.9797677 33.6861758, 72.9799543 33.6859197, 72.9798308 33.6858574, 72.9796442 33.6861135))"
house,"POLYGON ((72.9794266 33.6856225, 72.9795501 33.6856847, 72.9797367 33.6854286, 72.9796132 33.6853663, 72.9794266 33.6856225))"
house,"POLYGON ((72.9795702 33.6856943, 72.9796937 33.6857566, 72.9798803 33.6855004, 72.9797567 33.6854381, 72.9795702 33.6856943))"
house,"POLYGON ((72.9797102 33.6857662, 72.9798337 33.6858285, 72.9800203 33.6855724, 72.9798968 33.68551, 72.9797102 33.6857662))"
house,"POLYGON ((72.9798488 33.6858331, 72.9799723 33.6858954, 72.9801589 33.6856393, 72.9800354 33.685577, 72.9798488 33.6858331))"
house,"POLYGON ((72.9784598 33.6854965, 72.9785833 33.6855587, 72.9787699 33.6853026, 72.9786464 33.6852403, 72.9784598 33.6854965))"
house,"POLYGON ((72.9786034 33.6855683, 72.9787269 33.6856306, 72.9789135 33.6853744, 72.97879 33.6853121, 72.9786034 33.6855683))"
house,"POLYGON ((72.9787435 33.6856402, 72.978867 33.6857025, 72.9790536 33.6854464, 72.9789301 33.685384, 72.9787435 33.6856402))"
house,"POLYGON ((72.9788821 33.6857071, 72.9790055 33.6857694, 72.9791922 33.6855133, 72.9790686 33.685451, 72.9788821 33.6857071))"
house,"POLYGON ((72.9786644 33.6852161, 72.9787879 33.6852784, 72.9789746 33.6850222, 72.978851 33.6849599, 72.9786644 33.6852161))"
house,"POLYGON ((72.978808 33.6852879, 72.9789315 33.6853502, 72.9791181 33.6850941, 72.9789946 33.6850317, 72.978808 33.6852879))"
house,"POLYGON ((72.9789481 33.6853598, 72.9790716 33.6854221, 72.9792582 33.685166, 72.9791347 33.6851037, 72.9789481 33.6853598))"
house,"POLYGON ((72.9790867 33.6854268, 72.9792102 33.685489, 72.9793968 33.6852329, 72.9792732 33.6851706, 72.9790867 33.6854268))"
house,"POLYGON ((72.9780471 33.6852895, 72.9781706 33.6853517, 72.9783572 33.6850956, 72.9782337 33.6850333, 72.9780471 33.6852895))"
house,"POLYGON ((72.9781872 33.6853614, 72.9783107 33.6854237, 72.9784973 33.6851675, 72.9783738 33.6851052, 72.9781872 33.6853614))"
house,"POLYGON ((72.9783258 33.6854283, 72.9784493 33.6854906, 72.9786359 33.6852345, 72.9785124 33.6851722, 72.9783258 33.6854283))"
house,"POLYGON ((72.9782517 33.6850091, 72.9783752 33.6850714, 72.9785619 33.6848152, 72.9784383 33.6847529, 72.9782517 33.6850091))"
house,"POLYGON ((72.9783918 33.685081, 72.9785153 33.6851433, 72.9787019 33.6848872, 72.9785784 33.6848248, 72.9783918 33.685081))"
house,"POLYGON ((72.9785304 33.6851479, 72.9786539 33.6852102, 72.9788405 33.6849541, 72.978717 33.6848918, 72.9785304 33.6851479))"
house,"POLYGON ((72.975797 33.6841213, 72.9759204 33.6841836, 72.9761071 33.6839274, 72.9759835 33.6838651, 72.975797 33.6841213))"
house,"POLYGON ((72.9760806 33.684265, 72.9762041 33.6843273, 72.9763907 33.6840712, 72.9762672 33.6840089, 72.9760806 33.684265))"
house,"POLYGON ((72.9762192 33.684332, 72.9763427 33.6843942, 72.9765293 33.6841381, 72.9764058 33.6840758, 72.9762192 33.684332))"
house,"POLYGON ((72.9761451 33.6839127, 72.9762686 33.683975, 72.9764553 33.6837189, 72.9763317 33.6836565, 72.9761451 33.6839127))"
house,"POLYGON ((72.9762852 33.6839846, 72.9764087 33.6840469, 72.9765953 33.6837908, 72.9764718 33.6837285, 72.9762852 33.6839846))"
house,"POLYGON ((72.9765193 33.6844656, 72.9766428 33.6845279, 72.9768294 33.6842718, 72.9767059 33.6842095, 72.9765193 33.6844656))"
house,"POLYGON ((72.9766629 33.6845375, 72.9767863 33.6845998, 72.976973 33.6843436, 72.9768494 33.6842813, 72.9766629 33.6845375))"
house,"POLYGON ((72.9768029 33.6846094, 72.9769264 33.6846717, 72.977113 33.6844156, 72.9769895 33.6843532, 72.9768029 33.6846094))"
house,"POLYGON ((72.9769415 33.6846763, 72.977065 33.6847386, 72.9772516 33.6844825, 72.9771281 33.6844202, 72.9769415 33.6846763))"
house,"POLYGON ((72.9767239 33.6841853, 72.9768474 33.6842475, 72.977034 33.6839914, 72.9769105 33.6839291, 72.9767239 33.6841853))"
house,"POLYGON ((72.9768675 33.6842571, 72.976991 33.6843194, 72.9771776 33.6840632, 72.977054 33.6840009, 72.9768675 33.6842571))"
house,"POLYGON ((72.9770075 33.684329, 72.977131 33.6843913, 72.9773177 33.6841352, 72.9771941 33.6840728, 72.9770075 33.684329))"
house,"POLYGON ((72.9771461 33.6843959, 72.9772696 33.6844582, 72.9774562 33.6842021, 72.9773327 33.6841398, 72.9771461 33.6843959))"
house,"POLYGON ((72.9770855 33.6847508, 72.977209 33.6848131, 72.9773956 33.684557, 72.9772721 33.6844947, 72.9770855 33.6847508))"
house,"POLYGON ((72.9773692 33.6848946, 72.9774927 33.6849569, 72.9776793 33.6847007, 72.9775557 33.6846384, 72.9773692 33.6848946))"
house,"POLYGON ((72.9772901 33.6844704, 72.9774136 33.6845327, 72.9776002 33.6842766, 72.9774767 33.6842143, 72.9772901 33.6844704))"
house,"POLYGON ((72.9774337 33.6845423, 72.9775572 33.6846045, 72.9777438 33.6843484, 72.9776203 33.6842861, 72.9774337 33.6845423))"
house,"POLYGON ((72.9775738 33.6846142, 72.9776973 33.6846765, 72.9778839 33.6844203, 72.9777604 33.684358, 72.9775738 33.6846142))"
house,"POLYGON ((72.9777124 33.6846811, 72.9778359 33.6847434, 72.9780225 33.6844873, 72.9778989 33.684425, 72.9777124 33.6846811))"
house,"POLYGON ((72.9778483 33.6847661, 72.9779718 33.6848284, 72.9781584 33.6845723, 72.9780348 33.68451, 72.9778483 33.6847661))"
house,"POLYGON ((72.9779919 33.6848379, 72.9781153 33.6849002, 72.978302 33.6846441, 72.9781784 33.6845818, 72.9779919 33.6848379))"
house,"POLYGON ((72.9769224 33.6837705, 72.9770459 33.6838328, 72.9772326 33.6835767, 72.977109 33.6835144, 72.9769224 33.6837705))"
house,"POLYGON ((72.977066 33.6838423, 72.9771895 33.6839046, 72.9773761 33.6836485, 72.9772526 33.6835862, 72.977066 33.6838423))"
house,"POLYGON ((72.9772061 33.6839143, 72.9773296 33.6839765, 72.9775162 33.6837204, 72.9773927 33.6836581, 72.9772061 33.6839143))"
house,"POLYGON ((72.9773447 33.6839812, 72.9774682 33.6840435, 72.9776548 33.6837874, 72.9775312 33.6837251, 72.9773447 33.6839812))"
house,"POLYGON ((72.977127 33.6834901, 72.9772505 33.6835524, 72.9774372 33.6832963, 72.9773136 33.683234, 72.977127 33.6834901))"
house,"POLYGON ((72.9772706 33.6835619, 72.9773941 33.6836242, 72.9775807 33.6833681, 72.9774572 33.6833058, 72.9772706 33.6835619))"
house,"POLYGON ((72.9774107 33.6836339, 72.9775342 33.6836961, 72.9777208 33.68344, 72.9775973 33.6833777, 72.9774107 33.6836339))"
house,"POLYGON ((72.9775493 33.6837008, 72.9776728 33.6837631, 72.9778594 33.683507, 72.9777359 33.6834447, 72.9775493 33.6837008))"
house,"POLYGON ((72.9764849 33.6835125, 72.9766084 33.6835748, 72.976795 33.6833187, 72.9766714 33.6832564, 72.9764849 33.6835125))"
house,"POLYGON ((72.9766249 33.6835844, 72.9767484 33.6836467, 72.9769351 33.6833906, 72.9768115 33.6833283, 72.9766249 33.6835844))"
house,"POLYGON ((72.9766895 33.6832321, 72.976813 33.6832944, 72.9769996 33.6830383, 72.9768761 33.682976, 72.9766895 33.6832321))"
house,"POLYGON ((72.9768296 33.683304, 72.976953 33.6833663, 72.9771397 33.6831102, 72.9770161 33.6830479, 72.9768296 33.683304))"
house,"POLYGON ((72.9769681 33.683371, 72.9770916 33.6834333, 72.9772783 33.6831772, 72.9771547 33.6831148, 72.9769681 33.683371))"
house,"POLYGON ((72.9775941 33.6831831, 72.9777176 33.6832454, 72.9779042 33.6829893, 72.9777806 33.682927, 72.9775941 33.6831831))"
house,"POLYGON ((72.9777377 33.6832549, 72.9778611 33.6833172, 72.9780478 33.6830611, 72.9779242 33.6829988, 72.9777377 33.6832549))"
house,"POLYGON ((72.9778777 33.6833268, 72.9780012 33.6833891, 72.9781878 33.683133, 72.9780643 33.6830707, 72.9778777 33.6833268))"
house,"POLYGON ((72.9780163 33.6833938, 72.9781398 33.6834561, 72.9783264 33.6832, 72.9782029 33.6831377, 72.9780163 33.6833938))"
house,"POLYGON ((72.9777987 33.6829027, 72.9779222 33.682965, 72.9781088 33.6827089, 72.9779853 33.6826466, 72.9777987 33.6829027))"
house,"POLYGON ((72.9779423 33.6829745, 72.9780658 33.6830368, 72.9782524 33.6827807, 72.9781288 33.6827184, 72.9779423 33.6829745))"
house,"POLYGON ((72.9780823 33.6830464, 72.9782058 33.6831087, 72.9783925 33.6828526, 72.9782689 33.6827903, 72.9780823 33.6830464))"
house,"POLYGON ((72.9782209 33.6831134, 72.9783444 33.6831757, 72.978531 33.6829196, 72.9784075 33.6828573, 72.9782209 33.6831134))"
house,"POLYGON ((72.9769539 33.6828457, 72.9770773 33.682908, 72.977264 33.6826519, 72.9771404 33.6825896, 72.9769539 33.6828457))"
house,"POLYGON ((72.9770939 33.6829177, 72.9772174 33.68298, 72.977404 33.6827238, 72.9772805 33.6826615, 72.9770939 33.6829177))"
house,"POLYGON ((72.9772325 33.6829846, 72.977356 33.6830469, 72.9775426 33.6827908, 72.9774191 33.6827285, 72.9772325 33.6829846))"
house,"POLYGON ((72.9770149 33.6824935, 72.9771384 33.6825558, 72.977325 33.6822997, 72.9772015 33.6822374, 72.9770149 33.6824935))"
house,"POLYGON ((72.9771585 33.6825653, 72.977282 33.6826276, 72.9774686 33.6823715, 72.977345 33.6823092, 72.9771585 33.6825653))"
house,"POLYGON ((72.9772985 33.6826373, 72.977422 33.6826996, 72.9776087 33.6824434, 72.9774851 33.6823811, 72.9772985 33.6826373))"
house,"POLYGON ((72.9774371 33.6827042, 72.9775606 33.6827665, 72.9777472 33.6825104, 72.9776237 33.6824481, 72.9774371 33.6827042))"
house,"POLYGON ((72.9774565 33.6831099, 72.97758 33.6831722, 72.9777666 33.6829161, 72.9776431 33.6828538, 72.9774565 33.6831099))"
house,"POLYGON ((72.9776611 33.6828295, 72.9777846 33.6828918, 72.9779712 33.6826357, 72.9778477 33.6825734, 72.9776611 33.6828295))"
house,"POLYGON ((72.9779918 33.6843173, 72.9781153 33.6843796, 72.9783019 33.6841236, 72.9781783 33.6840613, 72.9779918 33.6843173))"
house,"POLYGON ((72.9778532 33.6842505, 72.9779767 33.6843126, 72.9781633 33.6840566, 72.9780398 33.6839943, 72.9778532 33.6842505))"
house,"POLYGON ((72.9777131 33.6841785, 72.9778366 33.6842408, 72.9780232 33.6839847, 72.9778997 33.6839224, 72.9777131 33.6841785))"
house,"POLYGON ((72.9775695 33.6841067, 72.977693 33.684169, 72.9778797 33.6839129, 72.9777561 33.6838506, 72.9775695 33.6841067))"
house,"POLYGON ((72.9781311 33.6843906, 72.9782546 33.6844529, 72.9784412 33.6841968, 72.9783176 33.6841345, 72.9781311 33.6843906))"
house,"POLYGON ((72.9796962 33.6852255, 72.9799006 33.6849529, 72.9800621 33.6850368, 72.9798578 33.6853094, 72.9796962 33.6852255))"
house,"POLYGON ((72.979525 33.6851245, 72.9797295 33.684852, 72.979891 33.6849358, 72.9796866 33.6852084, 72.979525 33.6851245))"
house,"POLYGON ((72.9793528 33.6850455, 72.9795573 33.684773, 72.9797188 33.6848568, 72.9795144 33.6851294, 72.9793528 33.6850455))"
house,"POLYGON ((72.9791806 33.6849585, 72.979385 33.6846859, 72.9795466 33.6847698, 72.9793422 33.6850424, 72.9791806 33.6849585))"
house,"POLYGON ((72.9790132 33.6848701, 72.9792177 33.6845975, 72.9793792 33.6846814, 72.9791748 33.684954, 72.9790132 33.6848701))"
house,"POLYGON ((72.9788394 33.6847817, 72.9790438 33.6845091, 72.9792054 33.684593, 72.979001 33.6848656, 72.9788394 33.6847817))"
house,"POLYGON ((72.9786752 33.684696, 72.9788797 33.6844234, 72.9790412 33.6845073, 72.9788368 33.6847799, 72.9786752 33.684696))"
house,"POLYGON ((72.9785083 33.6846104, 72.9787127 33.6843378, 72.9788742 33.6844217, 72.9786698 33.6846943, 72.9785083 33.6846104))"
house,"POLYGON ((72.9790506 33.6844997, 72.9792551 33.6842271, 72.9794166 33.684311, 72.9792122 33.6845836, 72.9790506 33.6844997))"
house,"POLYGON ((72.9788865 33.684414, 72.9790909 33.6841414, 72.9792524 33.6842253, 72.9790481 33.6844979, 72.9788865 33.684414))"
house,"POLYGON ((72.9792245 33.6845881, 72.9794289 33.6843155, 72.9795904 33.6843994, 72.979386 33.684672, 72.9792245 33.6845881))"
house,"POLYGON ((72.9787195 33.6843283, 72.9789239 33.6840558, 72.9790855 33.6841396, 72.9788811 33.6844122, 72.9787195 33.6843283))"
house,"POLYGON ((72.9774545 33.6821374, 72.9775841 33.6819536, 72.9776901 33.6820054, 72.9775606 33.6821892, 72.9774545 33.6821374))"
house,"POLYGON ((72.9775652 33.6821904, 72.9776948 33.6820066, 72.9778008 33.6820584, 72.9776713 33.6822422, 72.9775652 33.6821904))"
house,"POLYGON ((72.9776786 33.6822474, 72.9778082 33.6820635, 72.9779143 33.6821153, 72.9777847 33.6822991, 72.9776786 33.6822474))"
house,"POLYGON ((72.9777945 33.6823056, 72.9779241 33.6821218, 72.9780301 33.6821735, 72.9779006 33.6823574, 72.9777945 33.6823056))"
house,"POLYGON ((72.9779056 33.6823619, 72.9780352 33.682178, 72.9781412 33.6822298, 72.9780116 33.6824136, 72.9779056 33.6823619))"
house,"POLYGON ((72.9780142 33.6824181, 72.9781438 33.6822343, 72.9782498 33.682286, 72.9781203 33.6824699, 72.9780142 33.6824181))"
house,"POLYGON ((72.9781253 33.6824737, 72.9782548 33.6822899, 72.9783609 33.6823416, 72.9782313 33.6825255, 72.9781253 33.6824737))"
house,"POLYGON ((72.9782379 33.6825286, 72.9783675 33.6823448, 72.9784735 33.6823965, 72.978344 33.6825804, 72.9782379 33.6825286))"
house,"POLYGON ((72.9783898 33.6823278, 72.9785193 33.682144, 72.9786254 33.6821957, 72.9784958 33.6823796, 72.9783898 33.6823278))"
house,"POLYGON ((72.9782771 33.6822729, 72.9784067 33.6820891, 72.9785127 33.6821408, 72.9783832 33.6823246, 72.9782771 33.6822729))"
house,"POLYGON ((72.978166 33.6822173, 72.9782956 33.6820335, 72.9784017 33.6820852, 72.9782721 33.6822691, 72.978166 33.6822173))"
house,"POLYGON ((72.9779517 33.6820959, 72.9780813 33.6819121, 72.9781873 33.6819638, 72.9780577 33.6821477, 72.9779517 33.6820959))"
house,"POLYGON ((72.977839 33.682041, 72.9779686 33.6818572, 72.9780746 33.6819089, 72.9779451 33.6820928, 72.977839 33.682041))"
house,"POLYGON ((72.977728 33.6819854, 72.9778575 33.6818016, 72.9779636 33.6818534, 72.977834 33.6820372, 72.977728 33.6819854))"
house,"POLYGON ((72.9774572 33.6818474, 72.9775842 33.6816651, 72.9777254 33.6817332, 72.9775984 33.6819156, 72.9774572 33.6818474))"
house,"POLYGON ((72.977302 33.6820578, 72.977429 33.6818754, 72.9775702 33.6819436, 72.9774432 33.6821259, 72.977302 33.6820578))"
house,"POLYGON ((72.9778622 33.6813112, 72.9779892 33.6811288, 72.9781305 33.6811969, 72.9780035 33.6813793, 72.9778622 33.6813112))"
