landuse,geometry
residential,"POLYGON ((73.1156478 33.6401726, 73.1142321 33.6421998, 73.1122218 33.6440148, 73.1110893 33.6453819, 73.1104098 33.646419, 73.1108628 33.6472439, 73.1123351 33.6487288, 73.1130429 33.6497895, 73.113496 33.6521464, 73.1145436 33.6498602, 73.11729 33.6501666, 73.1170068 33.6494831, 73.1170918 33.6483281, 73.1197249 33.6483517, 73.1193852 33.6508501, 73.1223298 33.6505437, 73.1223864 33.6503316, 73.126775 33.649978, 73.127228 33.6490352, 73.1269449 33.6476918, 73.1253593 33.6472439, 73.125416 33.6463718, 73.1272563 33.6453112, 73.1272563 33.6442269, 73.1266901 33.6432134, 73.1276496 33.643231, 73.1305407 33.6432841, 73.1317582 33.6415869, 73.1337402 33.6408091, 73.1355522 33.6403141, 73.1350143 33.6387347, 73.1350992 33.636236, 73.134901 33.6345859, 73.1331173 33.633973, 73.1309371 33.6336901, 73.1295781 33.6342323, 73.1245666 33.6341851, 73.1232641 33.633973, 73.1231509 33.6356231, 73.1214521 33.6360946, 73.1205177 33.6370139, 73.1196117 33.6369668, 73.1183376 33.6366368, 73.1168653 33.6367075, 73.1162424 33.6375561, 73.1158743 33.6390647, 73.1156478 33.6401726))"
residential,"POLYGON ((73.1293232 33.6498602, 73.1299178 33.6485403, 73.1326076 33.6473382, 73.1335986 33.6439676, 73.1356089 33.645099, 73.1362318 33.6466075, 73.1371944 33.648941, 73.1360619 33.648941, 73.1353257 33.6475268, 73.1344763 33.6474796, 73.1336552 33.6480689, 73.1315317 33.6485167, 73.1313618 33.6494359, 73.1293232 33.6498602))"
military,"POLYGON ((73.1470198 33.6353202, 73.1400984 33.6354081, 73.1400772 33.63448, 73.1399664 33.6296453, 73.140389 33.6287875, 73.1407589 33.6285015, 73.1414457 33.6273797, 73.143295 33.6266758, 73.1436912 33.6269178, 73.1452763 33.6257079, 73.1457603 33.6266491, 73.1462332 33.6278222, 73.1467292 33.6296014, 73.1470198 33.6353202))"
construction,"POLYGON ((73.137455 33.6348088, 73.1355863 33.6341487, 73.1356146 33.6330879, 73.138814 33.6273121, 73.1400315 33.62743, 73.1392125 33.6301199, 73.1379929 33.6341252, 73.137455 33.6348088))"
residential,"POLYGON ((73.1505749 33.6600819, 73.1504231 33.6591473, 73.1498162 33.659021, 73.1499679 33.6584401, 73.1490272 33.6581875, 73.1492396 33.6577581, 73.1522439 33.6583391, 73.1532149 33.659602, 73.1505749 33.6600819))"
residential,"POLYGON ((73.1537005 33.6644261, 73.1515763 33.6665982, 73.1511818 33.6682398, 73.154095 33.6711442, 73.1555516 33.6716745, 73.1564316 33.6694016, 73.156735 33.6695784, 73.1564923 33.6708158, 73.1571295 33.6709169, 73.1579489 33.6703107, 73.1579185 33.6695531, 73.1590717 33.6688965, 73.1602248 33.6703107, 73.16068 33.6709169, 73.1634111 33.670134, 73.1626828 33.668947, 73.1636842 33.6686186, 73.1640787 33.6677852, 73.1635628 33.6668255, 73.16244 33.6673306, 73.1619242 33.6670275, 73.16156 33.6671286, 73.1613779 33.6665729, 73.1598606 33.6662699, 73.1596482 33.6671286, 73.1592234 33.6677852, 73.1588289 33.6674821, 73.1582523 33.6681135, 73.1576454 33.6678357, 73.1573116 33.6664719, 73.1572813 33.66579, 73.1561585 33.6656132, 73.1563102 33.6651081, 73.1574026 33.6649565, 73.1575847 33.6635927, 73.1585558 33.6626329, 73.1616207 33.6614205, 73.1613476 33.6599051, 73.1613172 33.6585916, 73.1603765 33.658238, 73.1600731 33.6600819, 73.1595268 33.6604607, 73.1596179 33.6611932, 73.1584344 33.6618247, 73.157342 33.6622793, 73.1575544 33.6610164, 73.156735 33.6611174, 73.1563405 33.662052, 73.1557336 33.6620772, 73.1553695 33.6612185, 73.1551874 33.6608901, 73.1553391 33.660486, 73.1564923 33.6602839, 73.1581916 33.6608144, 73.1591324 33.6598293, 73.1585861 33.659602, 73.1576758 33.6599556, 73.1569778 33.6593494, 73.156644 33.6587684, 73.1576454 33.6581622, 73.1592537 33.6570761, 73.1610441 33.6579602, 73.1611959 33.6574803, 73.1592841 33.6566215, 73.157433 33.656672, 73.1569778 33.655409, 73.1553391 33.6552069, 73.1556426 33.6563184, 73.1545501 33.6572782, 73.1541253 33.6621277, 73.1537005 33.6644261))"
industrial,"POLYGON ((73.1583737 33.6777606, 73.1576151 33.6770536, 73.1576151 33.6763212, 73.1585558 33.6750586, 73.1597121 33.6746471, 73.1603666 33.6751026, 73.1601929 33.6755127, 73.1611615 33.6759375, 73.1602518 33.6774721, 73.1594462 33.6775169, 73.1583737 33.6777606))"
residential,"POLYGON ((73.1688126 33.6807657, 73.1658995 33.6838716, 73.1643215 33.6836191, 73.1643822 33.682609, 73.1640484 33.6825585, 73.1627435 33.6840231, 73.1617421 33.6836948, 73.1626221 33.6828363, 73.1618635 33.6823818, 73.1619545 33.6814727, 73.1636539 33.6816747, 73.1639877 33.6809677, 73.1657477 33.6808414, 73.1657781 33.6818262, 73.1668402 33.6820283, 73.1674167 33.6806142, 73.1688126 33.6807657))"
residential,"POLYGON ((73.1547019 33.6825333, 73.1564619 33.6822303, 73.157524 33.6823313, 73.158222 33.6819273, 73.1587682 33.6811697, 73.1598303 33.6811192, 73.1597696 33.6805132, 73.158222 33.6808162, 73.1572813 33.6803111, 73.1552481 33.6799829, 73.1543681 33.6802606, 73.154884 33.681397, 73.1547019 33.6825333))"
residential,"POLYGON ((73.1604069 33.6868259, 73.1621973 33.6879874, 73.1627738 33.6868007, 73.1637752 33.6869774, 73.1638922 33.686417, 73.1639877 33.6863209, 73.1615904 33.6852856, 73.1604069 33.6868259))"
commercial,"POLYGON ((73.155887 33.6881543, 73.1570642 33.6870265, 73.156341 33.6865038, 73.1551637 33.6876315, 73.155887 33.6881543))"
residential,"POLYGON ((73.1571599 33.693315, 73.1561888 33.6910931, 73.1572813 33.6902851, 73.1581309 33.6919263, 73.1593144 33.6927342, 73.1594662 33.6938452, 73.1571599 33.693315))"
residential,"POLYGON ((73.1604372 33.6956125, 73.1598606 33.6923555, 73.1615904 33.6914213, 73.1629256 33.6917748, 73.1640787 33.6928352, 73.1638359 33.6954105, 73.1627131 33.6969001, 73.1630166 33.698213, 73.1629863 33.6992228, 73.1621366 33.6991471, 73.1617421 33.6972031, 73.1604372 33.6956125))"
residential,"POLYGON ((73.1326802 33.6913959, 73.1320297 33.6910171, 73.1319972 33.6902864, 73.1310215 33.6902593, 73.1307288 33.6899346, 73.1329729 33.6893934, 73.1331355 33.6906923, 73.1326802 33.6913959))"
residential,"POLYGON ((73.1381648 33.6741273, 73.1382624 33.6687951, 73.1402463 33.668768, 73.1427832 33.6694447, 73.1426856 33.6747499, 73.1416774 33.6757784, 73.1382734 33.6741784, 73.1381648 33.6741273))"
residential,"POLYGON ((73.1446259 33.6285167, 73.1440645 33.627127, 73.1456728 33.626988, 73.1459915 33.6283777, 73.1446259 33.6285167))"
residential,"POLYGON ((73.1240806 33.6337349, 73.1225991 33.6329348, 73.1229995 33.6323681, 73.1300468 33.6335016, 73.1284051 33.6338016, 73.1240806 33.6337349))"
residential,"POLYGON ((73.1293661 33.619465, 73.1309677 33.6193983, 73.1315684 33.6183313, 73.1316885 33.6163306, 73.1324893 33.6143299, 73.1286453 33.6121957, 73.1252418 33.6168641, 73.1295663 33.6170975, 73.1293661 33.619465))"
residential,"POLYGON ((73.1290457 33.6118622, 73.1325694 33.6136296, 73.1339308 33.6129627, 73.1338908 33.6110953, 73.1330098 33.6108618, 73.1332901 33.6097947, 73.1352121 33.6084274, 73.1359729 33.6090277, 73.1384955 33.6083274, 73.1383354 33.6075604, 73.1412183 33.6067267, 73.1416188 33.605326, 73.1404175 33.6045923, 73.1429802 33.6029582, 73.141859 33.6017576, 73.1408179 33.6031249, 73.1374945 33.6039253, 73.1369339 33.6029915, 73.1358528 33.6032917, 73.1344513 33.6043589, 73.1332501 33.6054928, 73.1290457 33.6118622))"
residential,"POLYGON ((72.9231528 33.5911148, 72.9192904 33.5909539, 72.9171876 33.5904892, 72.9177455 33.5893274, 72.9192904 33.587665, 72.9176597 33.5878974, 72.9180459 33.5863958, 72.9216079 33.5849837, 72.9233674 33.5854306, 72.9253844 33.5880046, 72.9231528 33.5911148))"
industrial,"POLYGON ((72.9054536 33.5813616, 72.9061615 33.5798047, 72.9068819 33.5794444, 72.9074086 33.5786642, 72.9081837 33.5785199, 72.9083093 33.5782133, 72.908329 33.5777021, 72.9110912 33.5759123, 72.9144107 33.5766323, 72.9127171 33.5785264, 72.9127486 33.5797908, 72.9150522 33.5796334, 72.9167735 33.5795157, 72.9158978 33.5808477, 72.914549 33.5809324, 72.9144754 33.5838168, 72.9123065 33.5839025, 72.9114465 33.584749, 72.9094349 33.5841336, 72.9087664 33.5837522, 72.9073223 33.5829184, 72.9054536 33.5813616))"
industrial,"POLYGON ((72.9107631 33.5848926, 72.9123621 33.5863739, 72.9132682 33.5857135, 72.9163678 33.5844803, 72.9167442 33.5852285, 72.9168208 33.585982, 72.9171497 33.5868553, 72.9161561 33.5872348, 72.9143724 33.5879424, 72.9137392 33.5880961, 72.9142382 33.589818, 72.9126558 33.5904334, 72.9138095 33.5921378, 72.9123775 33.5938751, 72.9115201 33.5942348, 72.9100546 33.5919988, 72.9118117 33.5907505, 72.9092676 33.5901557, 72.9093694 33.5890358, 72.9102379 33.5881209, 72.9069697 33.5882106, 72.9062224 33.5893955, 72.9067216 33.5900232, 72.9074767 33.5900378, 72.9072237 33.5916623, 72.9050499 33.5918225, 72.9038946 33.5919659, 72.9027849 33.5908347, 72.9031497 33.5898174, 72.9030679 33.5893268, 72.9025812 33.5890903, 72.9025005 33.5885217, 72.9016783 33.5873505, 72.9008579 33.5862148, 72.9004158 33.5855301, 72.9030985 33.5852608, 72.9015771 33.5842608, 72.8999207 33.5821564, 72.9018175 33.5813952, 72.9052323 33.5814087, 72.9070904 33.583002, 72.9107631 33.5848926))"
industrial,"POLYGON ((72.9213092 33.5831896, 72.9190158 33.5829302, 72.9167045 33.5831715, 72.9161421 33.5814329, 72.916691 33.580927, 72.9178026 33.5807712, 72.9178167 33.579959, 72.9183514 33.579835, 72.9185038 33.5805259, 72.9196211 33.5801681, 72.9200068 33.5807011, 72.9200917 33.5816446, 72.921196 33.5817154, 72.9213092 33.5831896))"
industrial,"POLYGON ((72.9216933 33.6182043, 72.9207492 33.6162387, 72.9216504 33.6125755, 72.9189467 33.6130043, 72.9185176 33.6112888, 72.9204488 33.6101272, 72.9202771 33.6083223, 72.9224658 33.6080364, 72.9231954 33.6092158, 72.925151 33.6068647, 72.9260245 33.6065257, 72.9266812 33.6056124, 72.9290192 33.606313, 72.9289278 33.6078844, 72.929424 33.6092773, 72.9283421 33.6095799, 72.9287075 33.6116019, 72.9280877 33.6135583, 72.9260707 33.6151844, 72.9246116 33.6179184, 72.9216933 33.6182043))"
industrial,"POLYGON ((72.9175305 33.6106276, 72.9148269 33.6086619, 72.9105997 33.6090639, 72.9109752 33.6072545, 72.914682 33.6054026, 72.9144406 33.6072322, 72.916758 33.6058382, 72.9194188 33.6072858, 72.9191613 33.6086261, 72.9175305 33.6106276))"
industrial,"POLYGON ((72.9215646 33.6065888, 72.9222941 33.6034971, 72.9235816 33.6023175, 72.9236804 33.6001815, 72.9232073 33.6001244, 72.9226786 33.5987433, 72.921266 33.5991488, 72.9204686 33.5984006, 72.9211617 33.5967743, 72.9229379 33.5982426, 72.9289889 33.6012094, 72.9340529 33.6040332, 72.9317355 33.6052127, 72.9275727 33.6058204, 72.9283452 33.6034256, 72.926414 33.60364, 72.9246974 33.6050161, 72.9215646 33.6065888))"
residential,"POLYGON ((72.9162002 33.6028715, 72.9172301 33.6000835, 72.918818 33.5996903, 72.9203629 33.6046051, 72.9187107 33.6032379, 72.9162002 33.6028715))"
residential,"POLYGON ((72.9120803 33.6199912, 72.9097628 33.6209025, 72.9075742 33.6234933, 72.9080033 33.6197589, 72.9049134 33.6193836, 72.9068017 33.6155418, 72.9089045 33.61606, 72.9089904 33.6173287, 72.9122949 33.616471, 72.914269 33.6178827, 72.9144406 33.6197589, 72.9131532 33.6214921, 72.9120803 33.6199912))"
residential,"POLYGON ((72.9108786 33.6259947, 72.9170155 33.6196338, 72.9195046 33.6200984, 72.9226804 33.6217244, 72.9159427 33.630515, 72.9108786 33.6259947))"
industrial,"POLYGON ((72.902596 33.6325875, 72.9043555 33.6296932, 72.9082179 33.6290857, 72.9098487 33.6310153, 72.9126811 33.631587, 72.9109216 33.6344634, 72.9125523 33.6352852, 72.9118228 33.6384294, 72.9097199 33.6385008, 72.908647 33.6395191, 72.9090333 33.641377, 72.9079604 33.6417343, 72.9065013 33.6405374, 72.9037118 33.6414127, 72.904613 33.6397156, 72.9040122 33.6384473, 72.9037976 33.6374111, 72.9006648 33.6380721, 72.9003644 33.6372503, 72.9016948 33.6355531, 72.9002786 33.6335701, 72.9004502 33.6326411, 72.902596 33.6325875))"
residential,"POLYGON ((72.9196697 33.6362213, 72.92455 33.6387454, 72.9260043 33.6379041, 72.9228247 33.6343641, 72.9196697 33.6362213))"
residential,"POLYGON ((72.9191274 33.6358827, 72.9224549 33.6339024, 72.9205077 33.6315731, 72.9187305 33.6294031, 72.9153143 33.633902, 72.9191274 33.6358827))"
residential,"POLYGON ((72.9332509 33.6333483, 72.9358883 33.6319425, 72.93542 33.6311216, 72.9356418 33.6301467, 72.9345819 33.6296747, 72.9324622 33.6312242, 72.9323389 33.631963, 72.9332509 33.6333483))"
residential,"POLYGON ((72.9230264 33.6340665, 72.9238183 33.6349816, 72.9244011 33.6346564, 72.9265222 33.6340089, 72.9279891 33.6332673, 72.9288938 33.6331318, 72.9308769 33.6326916, 72.9312237 33.6327487, 72.9320279 33.6319977, 72.9320662 33.6318206, 72.9303647 33.629689, 72.9278494 33.6311131, 72.9274952 33.6313432, 72.9270695 33.631606, 72.9266749 33.6319257, 72.926159 33.6323213, 72.9256686 33.632543, 72.9230264 33.6340665))"
residential,"POLYGON ((72.9258973 33.6213499, 72.9260388 33.6196759, 72.9278792 33.6194165, 72.9278226 33.6213027, 72.9258973 33.6213499))"
residential,"POLYGON ((72.9310299 33.6388945, 72.9325581 33.6369245, 72.9337166 33.636237, 72.934037 33.6345747, 72.9350723 33.6338154, 72.9377343 33.6326457, 72.939016 33.6326354, 72.9427379 33.6330561, 72.9432555 33.6370271, 72.9422696 33.6376017, 72.9426147 33.6414904, 72.9393964 33.6423889, 72.9385723 33.642619, 72.9387202 33.643214, 72.9371034 33.6435558, 72.9355652 33.6438809, 72.9361325 33.6431024, 72.9379315 33.6427421, 72.9373153 33.6407516, 72.9357871 33.6405567, 72.9359843 33.6396333, 72.9330018 33.638402, 72.9310299 33.6388945))"
commercial,"POLYGON ((72.9346532 33.6433987, 72.9357871 33.6405567, 72.9373153 33.6407516, 72.9379315 33.6427421, 72.9361325 33.6431024, 72.9346532 33.6433987))"
industrial,"POLYGON ((72.9371034 33.6435558, 72.9365265 33.6447941, 72.9388681 33.644435, 72.9401991 33.6457277, 72.9403963 33.6465177, 72.9416287 33.6472974, 72.9429105 33.6476052, 72.9441182 33.6487132, 72.9463119 33.6473897, 72.9456711 33.6456867, 72.9427133 33.646015, 72.9424175 33.645225, 72.9439703 33.6446402, 72.9439457 33.6435321, 72.9429105 33.643132, 72.9415055 33.6436142, 72.9410372 33.6430909, 72.9426147 33.6429781, 72.9424668 33.6421675, 72.9410372 33.6426805, 72.9393964 33.6423889, 72.9385723 33.642619, 72.9387202 33.643214, 72.9371034 33.6435558))"
residential,"POLYGON ((72.9313066 33.6579221, 72.929778 33.6573266, 72.930461 33.6558105, 72.9320222 33.6561083, 72.9313066 33.6579221))"
residential,"POLYGON ((72.9465928 33.6470116, 72.9463326 33.6452111, 72.9463326 33.6433835, 72.9484466 33.6440469, 72.953683 33.6471064, 72.9522194 33.6487038, 72.9499102 33.6484601, 72.9494874 33.6467544, 72.9484792 33.6471335, 72.9465928 33.6470116))"
residential,"POLYGON ((72.9348192 33.6279352, 72.9321522 33.6260124, 72.9313717 33.6233042, 72.934494 33.6234261, 72.9365104 33.62455, 72.9390473 33.6245229, 72.9397953 33.6260124, 72.9405108 33.6282331, 72.9378439 33.629533, 72.9371284 33.6269061, 72.9348192 33.6279352))"
forest,"POLYGON ((73.089067 33.7436142, 73.089146 33.7435213, 73.08922 33.7436135, 73.0895404 33.7436904, 73.089639 33.7437109, 73.0898839 33.7437173, 73.0899317 33.7437032, 73.0901782 33.7435751, 73.0903137 33.7434611, 73.0904262 33.743324, 73.090534 33.7431767, 73.0905494 33.7430652, 73.0905402 33.7429602, 73.0904786 33.7428641, 73.0903954 33.742727, 73.0902213 33.742499, 73.0901982 33.7424696, 73.090075 33.7425336, 73.0899995 33.7425708, 73.090095 33.7427181, 73.0900457 33.742745, 73.0899671 33.7426745, 73.0898716 33.7427296, 73.08983 33.7426707, 73.0899406 33.7425922, 73.0899782 33.7420814, 73.0901099 33.7420762, 73.0900832 33.7416869, 73.0899749 33.7416969, 73.09001 33.741614, 73.0902375 33.7416006, 73.0903158 33.7415733, 73.0903487 33.7414893, 73.0904904 33.7414801, 73.0904046 33.7420836, 73.0905119 33.7425609, 73.0908231 33.7427528, 73.0908982 33.7427974, 73.0909411 33.7433193, 73.090123 33.7436694, 73.0899487 33.7437631, 73.0897824 33.7437653, 73.0895597 33.7437296, 73.089067 33.7436142))"
retail,"POLYGON ((73.0187115 33.7158799, 73.0192045 33.714501, 73.0206063 33.7148727, 73.0203383 33.7156313, 73.0199963 33.7155569, 73.0198854 33.7156031, 73.0196913 33.7160977, 73.0187115 33.7158799))"
forest,"POLYGON ((73.021349 33.7154895, 73.0210807 33.7153971, 73.0211859 33.7150405, 73.0229356 33.7154519, 73.0229849 33.7154801, 73.0230096 33.7155211, 73.0227292 33.7162284, 73.0225443 33.7161771, 73.0226244 33.7159516, 73.0220298 33.7157799, 73.0219651 33.7159926, 73.0221099 33.7160208, 73.022076 33.7161259, 73.0213982 33.7159465, 73.021321 33.7161642, 73.0210647 33.716096, 73.0211759 33.7157775, 73.0212315 33.7157721, 73.021349 33.7154895))"
forest,"POLYGON ((73.0895334 33.7420772, 73.0895598 33.7420383, 73.0895558 33.741991, 73.0895233 33.7419639, 73.0894765 33.741969, 73.0894216 33.7420129, 73.0894115 33.7420721, 73.089383 33.7420839, 73.0893444 33.7420586, 73.0893525 33.7420146, 73.0893891 33.7419825, 73.0897001 33.7417391, 73.0897855 33.7416546, 73.0898402 33.7415641, 73.0898973 33.7413689, 73.0899318 33.741183, 73.0899603 33.74109, 73.0900213 33.740877, 73.0901493 33.7406928, 73.0902245 33.7405897, 73.0903445 33.7404883, 73.0904339 33.7404342, 73.090503 33.740561, 73.0903018 33.7406472, 73.0901832 33.7408255, 73.0900599 33.7410535, 73.0900107 33.7412482, 73.0899737 33.7413815, 73.0899182 33.7415557, 73.0898504 33.7416659, 73.0898597 33.7419938, 73.0898504 33.7420425, 73.0897827 33.7420732, 73.0897272 33.7420886, 73.0896471 33.7420886, 73.0895334 33.7420772))"
forest,"POLYGON ((73.0911574 33.7435856, 73.0910711 33.7435318, 73.0909404 33.740475, 73.0905341 33.7405449, 73.090464 33.740409, 73.09045 33.7403235, 73.0903613 33.7402731, 73.0902446 33.740308, 73.0901278 33.7404828, 73.089899 33.7408905, 73.0898243 33.7411313, 73.0898149 33.7413293, 73.0897309 33.741539, 73.0896281 33.7416827, 73.0893946 33.741873, 73.0892218 33.7420089, 73.0890911 33.7420478, 73.0889183 33.7420672, 73.0888576 33.7420245, 73.0887766 33.7419504, 73.0886688 33.7418456, 73.0880592 33.7410418, 73.0881324 33.7410282, 73.0889902 33.7413257, 73.0892382 33.740538, 73.0894903 33.7403115, 73.0901651 33.7397808, 73.0903847 33.739463, 73.0905514 33.739179, 73.0908156 33.7390066, 73.0910229 33.7389085, 73.0910717 33.7386989, 73.0911083 33.7385907, 73.091153 33.7385705, 73.0911574 33.7435856))"
cemetery,"POLYGON ((73.1420691 33.5364753, 73.1419918 33.5373155, 73.1410106 33.5372281, 73.1411323 33.536382, 73.141396 33.5364115, 73.1420691 33.5364753))"
residential,"POLYGON ((73.1355219 33.5404218, 73.135597 33.53929, 73.1369436 33.5393529, 73.1370242 33.5386947, 73.1346323 33.5384809, 73.1354319 33.5373107, 73.1369725 33.5359648, 73.1402618 33.53635, 73.1402067 33.5372472, 73.1448431 33.5376466, 73.1462133 33.5390258, 73.1460491 33.5409906, 73.1398964 33.540603, 73.1396335 33.5405865, 73.1355219 33.5404218))"
commercial,"POLYGON ((73.1397914 33.538541, 73.1398433 33.5381129, 73.1404061 33.538163, 73.1403514 33.5385661, 73.1397914 33.538541))"
residential,"POLYGON ((73.1462186 33.5369854, 73.1475373 33.5382891, 73.1462799 33.5389537, 73.1453599 33.5383913, 73.1453906 33.5380462, 73.1456973 33.5372538, 73.1462186 33.5369854))"
military,"POLYGON ((73.177653 33.5190461, 73.1775973 33.5183747, 73.1775448 33.5173999, 73.177044 33.517436, 73.1769226 33.5174447, 73.176598 33.513186, 73.1760575 33.5134279, 73.176608 33.5141191, 73.176033 33.5145273, 73.17548 33.5139465, 73.1752249 33.5140855, 73.1750545 33.5138687, 73.1745899 33.5140351, 73.1745343 33.5140551, 73.1744368 33.51409, 73.1743902 33.5141067, 73.1732097 33.5145296, 73.1738487 33.5151771, 73.1747067 33.5162951, 73.1733423 33.5173727, 73.1729389 33.5179953, 73.1719776 33.518625, 73.1715259 33.518972, 73.1716428 33.5192833, 73.1720205 33.5198844, 73.1722866 33.5204926, 73.1724926 33.5210722, 73.1725053 33.5217197, 73.1727979 33.5223163, 73.1729475 33.5228683, 73.172749 33.5241798, 73.1732533 33.5239652, 73.1739185 33.5235448, 73.174294 33.5229724, 73.1743584 33.5226057, 73.1743476 33.5220601, 73.1741545 33.5217828, 73.1738756 33.5216665, 73.1738711 33.5215021, 73.1738493 33.5212771, 73.1739877 33.5212705, 73.1741143 33.5212656, 73.1742586 33.5212606, 73.1744998 33.5212499, 73.1744281 33.5211679, 73.1743858 33.520552, 73.1738895 33.5205395, 73.1738927 33.519989, 73.1745451 33.5199741, 73.1744848 33.5196286, 73.1744909 33.5192032, 73.1750831 33.5192381, 73.1768461 33.5191064, 73.177653 33.5190461))"
grass,"POLYGON ((72.9926929 33.6954709, 72.9929739 33.695618, 72.9968119 33.69761, 72.9987323 33.6986231, 73.0006734 33.6996312, 73.0013967 33.7000473, 73.0019211 33.700354, 73.0024184 33.7005761, 73.003622 33.7011559, 73.0048128 33.7017746, 73.0065 33.7026777, 73.0079216 33.7035033, 73.0083471 33.7036939, 73.0103999 33.7047194, 73.0127577 33.7059485, 73.0129768 33.7060914, 73.0129811 33.7062271, 73.0129695 33.7064755, 73.012704 33.7066272, 73.0123526 33.7065268, 73.0107841 33.7056995, 73.0087182 33.7046279, 73.0074837 33.7039948, 73.0072526 33.7043032, 73.0071243 33.7044652, 73.005753 33.7065216, 73.0049861 33.7081878, 73.0046704 33.709261, 73.0044178 33.7107995, 73.0042644 33.710882, 73.0022345 33.710852, 73.0005293 33.7105668, 72.9987069 33.7099214, 72.9978589 33.7097563, 72.9964876 33.7094861, 72.9954591 33.7093886, 72.9947463 33.709306, 72.9941058 33.7090358, 72.9928698 33.708473, 72.9919315 33.7083829, 72.9910474 33.7084429, 72.9903076 33.7086531, 72.9893423 33.7089158, 72.988404 33.7089233, 72.9878988 33.7089233, 72.9871409 33.7087131, 72.9865365 33.7084054, 72.9848313 33.7075273, 72.9832255 33.7066792, 72.9829999 33.7069795, 72.9864643 33.7088107, 72.9872221 33.7091334, 72.9879439 33.709276, 72.9889453 33.7093285, 72.9895227 33.709276, 72.9899648 33.7091484, 72.9909211 33.7089158, 72.9917601 33.7087657, 72.9925811 33.7088332, 72.9935194 33.7091934, 72.994178 33.7095387, 72.9949178 33.7097338, 72.9956034 33.7097788, 72.997083 33.7099364, 72.9985631 33.7102243, 72.9989235 33.7104468, 73.000403 33.7109046, 73.0014496 33.7110997, 73.0022615 33.7111822, 73.0042283 33.7112798, 73.0043907 33.7114374, 73.0045892 33.7115049, 73.0048508 33.7114599, 73.004923 33.7113699, 73.0068717 33.711595, 73.0079273 33.7119102, 73.0088204 33.7122854, 73.0096865 33.7129683, 73.0108052 33.7138839, 73.0088926 33.7154899, 73.0082701 33.7162478, 73.0078551 33.7169607, 73.0068446 33.7188968, 73.0060056 33.7203301, 73.0060492 33.7205029, 72.975706 33.7141474, 72.9590171 33.7106517, 72.9546636 33.7097398, 72.9574531 33.7060894, 72.9612779 33.700926, 72.9616763 33.7011242, 72.96189 33.701071, 72.9622744 33.7005734, 72.9624957 33.7003023, 72.9627232 33.7002131, 72.9631555 33.7003838, 72.9635387 33.7005963, 72.9691804 33.7035758, 72.9720215 33.7050535, 72.9734606 33.705815, 72.9742625 33.7062255, 72.9748441 33.7065268, 72.9760724 33.7071861, 72.9773417 33.7078499, 72.9780015 33.7082047, 72.9786408 33.7085541, 72.9795212 33.7090129, 72.9796055 33.7090665, 72.9797859 33.7090353, 72.9805189 33.7080187, 72.9812926 33.7070132, 72.9813677 33.7069708, 72.9820785 33.7060136, 72.9835502 33.7039623, 72.9853005 33.7016882, 72.9870056 33.6995415, 72.9874657 33.6991963, 72.9880612 33.6988435, 72.9884581 33.6985508, 72.9888138 33.6981575, 72.9896459 33.6969886, 72.9902023 33.6962637, 72.9920846 33.6955749, 72.9923786 33.6955018, 72.9926186 33.6954624, 72.9926929 33.6954709))"
